order_id,order_date,menu_item_name,menu_item_category,menu_item_price,menu_item_size,menu_item_quantity,customer_name,delivery,delivery_address
77K1D8NRUU,2024-03-10,Deep Dish Pepperoni,Pizza,11.99,Regular,7,David Martin,Yes,"2595 Coney Island Ave, Brooklyn, NY"
U6MQBIAFHE,2024-03-12,Mountain Dew 2 Liter,Beverage,3.29,2L,3,Sarah Anderson,Yes,"1620 Court St, Brooklyn, NY"
F4OHEUN5A8,2024-03-17,Italian Cheese Bread,Sides,6.49,Regular,5,Mary Thomas,Yes,"6513 Eastern Pkwy, Brooklyn, NY"
80KA3R2DXJ,2024-01-11,Crazy Bread,Sides,4.99,Regular,2,Donald Gonzalez,No,
0KX69XP7SX,2024-12-05,3 Meat Treat Pizza,Pizza,12.99,Large,3,Mary Gonzalez,Yes,"8227 Church Ave, Brooklyn, NY"
3SIBXQNQ76,2024-09-16,2 Liter Pepsi,Beverage,3.29,2L,2,Ashley Lopez,Yes,"3846 Eastern Pkwy, Brooklyn, NY"
VTOF3BHG9V,2024-03-22,ExtraMostBestest Pepperoni,Pizza,10.49,Large,4,Linda Wilson,Yes,"4225 Church Ave, Brooklyn, NY"
CEUMMYYWKM,2024-01-24,Classic Pepperoni Pizza,Pizza,9.49,8pc,4,Sandra Jackson,Yes,"8128 Bedford Ave, Brooklyn, NY"
3LCZ6EIMB9,2024-10-14,Crazy Bread,Sides,4.99,Regular,1,Robert Anderson,Yes,"3818 Atlantic Ave, Brooklyn, NY"
SRTTYMMCWP,2024-07-02,Classic Pepperoni Pizza,Pizza,9.49,Large,2,Robert Moore,No,
EG4OHPN9FD,2024-11-05,Classic Cheese Pizza,Pizza,8.99,Large,1,Lisa Martinez,Yes,"1384 Fulton St, Brooklyn, NY"
V7PIVPA47V,2024-08-31,ExtraMostBestest Cheese,Pizza,10.49,Large,8,William Brown,No,
1KI17TBS4D,2024-08-11,Mountain Dew 2 Liter,Beverage,3.29,2L,9,Karen Jackson,Yes,"5505 Utica Ave, Brooklyn, NY"
NGVDLV0WGD,2024-03-18,ExtraMostBestest Pepperoni,Pizza,10.49,Large,1,Elizabeth Lopez,Yes,"4069 Coney Island Ave, Brooklyn, NY"
LOYEYQE683,2024-04-13,2 Liter Pepsi,Beverage,3.29,2L,6,Barbara Davis,No,
HQ2EAESQAX,2024-04-19,2 Liter Diet Pepsi,Beverage,3.29,2L,2,Robert Martin,No,
BH7W5GLO1B,2024-10-31,ExtraMostBestest Cheese,Pizza,10.49,Large,1,Mary Rodriguez,No,
TEGB1DINDL,2024-01-25,Crazy Bread,Sides,4.99,Regular,3,Susan Anderson,Yes,"3470 Church Ave, Brooklyn, NY"
YD7RINA0VL,2024-02-20,Classic Pepperoni Pizza,Pizza,9.49,8pc,2,Mary Moore,Yes,"3967 Bedford Ave, Brooklyn, NY"
Y4LGQTCD21,2024-09-03,Veggie Pizza,Pizza,12.49,Large,2,John Rodriguez,Yes,"5893 Bedford Ave, Brooklyn, NY"
YE1SOFPVOE,2024-11-25,Crazy Bread,Sides,4.99,Regular,3,Karen Thomas,Yes,"6053 Coney Island Ave, Brooklyn, NY"
3B0HXZ8Y8K,2024-07-14,3 Meat Treat Pizza,Pizza,12.99,Large,10,Barbara Lopez,No,
0H7JAJLTUV,2024-07-14,Caesar Wings,Wings,8.99,8pc,7,Elizabeth Brown,Yes,"3678 Flatbush Ave, Brooklyn, NY"
1UG82Z8EXR,2024-01-12,2 Liter Diet Pepsi,Beverage,3.29,2L,2,James,Yes,"3890 Flatbush Ave, Brooklyn, NY"
OB3MQW20X3,2024-06-17,Classic Cheese Pizza,Pizza,8.99,Large,6,Richard Jones,Yes,"4429 Flatbush Ave, Brooklyn, NY"
96ACH245L5,2024-05-25,Veggie Pizza,Pizza,12.49,Large,10,Jessica Brown,Yes,"2308 Atlantic Ave, Brooklyn, NY"
SYVUVO9GB1,2024-07-27,Classic Cheese Pizza,Pizza,8.99,Large,4,Joseph Garcia,No,
IQ4LU1BY4I,2024-01-07,Crazy Bread,Sides,4.99,Regular,6,Barbara Miller,No,
ERK0VF616D,2024-11-03,Crazy Bread Combo,Sides,5.99,Regular,7,Linda Hernandez,Yes,"5554 Court St, Brooklyn, NY"
G3ETIVMDH1,2024-02-05,Buffalo Wings,Wings,9.49,8pc,2,Nancy Rodriguez,Yes,"1193 Eastern Pkwy, Brooklyn, NY"
XPXN2TEJ0U,2024-04-29,ExtraMostBestest Pepperoni,Pizza,10.49,Large,1,Linda Smith,Yes,"963 Ocean Pkwy, Brooklyn, NY"
ERIKA7LXX0,2024-11-05,Italian Cheese Bread,Sides,6.49,Regular,2,Daniel Williams,Yes,"3183 Kings Hwy, Brooklyn, NY"
4F9BYI4NZL,2024-02-18,Mountain Dew 2 Liter,Beverage,3.29,2L,4,Nancy Davis,Yes,"4124 Bedford Ave, Brooklyn, NY"
L3E49YWS3N,2024-12-25,3 Meat Treat Pizza,Pizza,12.99,Large,3,William Smith,Yes,"5610 Coney Island Ave, Brooklyn, NY"
9V1UITDJ4W,2024-02-06,Classic Cheese Pizza,Pizza,8.99,Large,1,William Garcia,Yes,"5335 Ocean Pkwy, Brooklyn, NY"
3YTIIHN70N,2024-04-08,Deep Dish Pepperoni,Pizza,11.99,Regular,1,Elizabeth Jones,No,
AJM3UM94W7,2024-05-10,2 Liter Diet Pepsi,Beverage,3.29,2L,5,Jennifer Martinez,No,
LD5OBQ2SA1,2024-07-10,Buffalo Wings,Wings,9.49,8pc,3,Sandra Smith,No,
QODZ4A54VD,2024-06-23,Caesar Wings,Wings,8.99,8pc,6,Nancy Martin,Yes,"4601 Church Ave, Brooklyn, NY"
NXJ5YHY8N5,2024-08-13,ExtraMostBestest Pepperoni,Pizza,10.49,Large,1,William Anderson,Yes,"3620 Court St, Brooklyn, NY"
2IMB30JGUC,2024-10-21,Aquafina Water,Beverage,1.99,20oz,3,Ashley Rodriguez,No,
LZR015K9CO,2024-10-01,Buffalo Wings,Wings,9.49,8pc,2,Patricia Martinez,No,
D14FTNM8VH,2024-09-21,Italian Cheese Bread,Sides,6.49,Regular,9,Susan Moore,No,
F80HKKWJSV,2024-11-25,Italian Cheese Bread,Sides,6.49,Regular,3,Donald Thomas,No,
EQKMQPY6N7,2024-05-05,Italian Cheese Bread,Sides,6.49,Regular,4,Linda Lopez,Yes,"2566 Nostrand Ave, Brooklyn, NY"
4ZEMG02558,2024-06-09,Supreme Pizza,Pizza,13.99,Large,7,William Thomas,No,
QH1CV2XB40,2024-08-31,Caesar Wings,Wings,8.99,8pc,9,William Jones,Yes,"4710 Flatbush Ave, Brooklyn, NY"
XNMGHY7PBY,2024-07-09,Caesar Wings,Wings,8.99,8pc,4,Robert Davis,No,
SVOLCTYLH8,2024-01-07,2 Liter Diet Pepsi,Beverage,3.29,2L,5,John Williams,Yes,"9449 Utica Ave, Brooklyn, NY"
OY44TFW0ZN,2024-05-21,Caesar Wings,Wings,8.99,2L,4,Joseph Wilson,Yes,"5120 Fulton St, Brooklyn, NY"
WP6CBC5TNL,2024-11-03,ExtraMostBestest Cheese,Pizza,10.49,Large,5,Linda Davis,Yes,"2788 Utica Ave, Brooklyn, NY"
Y6ISX49T0Z,2024-05-04,ExtraMostBestest Pepperoni,Pizza,10.49,Large,8,Jennifer Rodriguez,Yes,"8297 Kings Hwy, Brooklyn, NY"
CHWSTWYRVM,2024-07-30,2 Liter Pepsi,Beverage,3.29,2L,7,Michael Lopez,Yes,"3438 Atlantic Ave, Brooklyn, NY"
55NMWHH4VL,2024-11-13,Crazy Bread,Sides,4.99,Regular,1,Lisa Williams,No,
DVNQ49440D,2024-10-19,Italian Cheese Bread,Sides,6.49,Regular,7,Michael Moore,No,
3KQTYDB90M,2024-06-09,Classic Cheese Pizza,Pizza,8.99,Large,7,Nancy Gonzalez,Yes,"1527 Church Ave, Brooklyn, NY"
6JFPY772A8,2024-12-05,Deep Dish Pepperoni,Pizza,11.99,Regular,3,Nancy Martinez,Yes,"7180 Nostrand Ave, Brooklyn, NY"
4UNFTWR2Z0,2024-07-14,2 Liter Diet Pepsi,Beverage,3.29,2L,10,Robert Garcia,Yes,"8725 Eastern Pkwy, Brooklyn, NY"
RE2U7FMKGZ,2024-10-18,Classic Cheese Pizza,Pizza,8.99,Large,2,Robert Jones,Yes,"5862 Fulton St, Brooklyn, NY"
2YVMZA5W8V,2024-12-12,Classic Cheese Pizza,Pizza,8.99,Large,4,Elizabeth Moore,Yes,"6327 Flatbush Ave, Brooklyn, NY"
99WIHXBX5E,2024-07-19,ExtraMostBestest Cheese,Pizza,10.49,Large,3,Daniel Lopez,Yes,"6472 Kings Hwy, Brooklyn, NY"
J9V9LIGZKC,2024-02-15,Crazy Bread,Sides,4.99,Regular,1,Jessica Jackson,Yes,"249 Church Ave, Brooklyn, NY"
HCU0E0R3JS,2024-03-03,Crazy Bread Combo,Sides,5.99,Regular,8,Linda Martinez,No,
F6Z61DHIHP,2024-11-16,Deep Dish Pepperoni,Pizza,11.99,Regular,8,Robert Jackson,No,
H90U3RFIWC,2024-06-24,Deep Dish Pepperoni,Wings,11.99,Regular,10,Mark Wilson,No,
8N57PLE0EW,2024-06-25,Veggie Pizza,Pizza,12.49,Large,9,Matthew Martin,Yes,
06B8MSG4OG,2024-05-11,Veggie Pizza,Pizza,12.49,Large,6,John Lopez,Yes,"5926 Kings Hwy, Brooklyn, NY"
ROBW1PY825,2024-06-16,Classic Cheese Pizza,Pizza,8.99,Large,7,Robert Jones,No,
0DMJPAIFOW,2024-05-20,Aquafina Water,Beverage,1.99,20oz,3,Sarah Smith,No,
T9O07FS0GD,2024-05-16,Supreme Pizza,Pizza,13.99,Large,4,David Miller,Yes,"887 Eastern Pkwy, Brooklyn, NY"
J7NRSKOQV3,2024-07-01,2 Liter Pepsi,Beverage,3.29,2L,5,Lisa Thomas,No,
TSYI2MUJQM,2024-06-24,Buffalo Wings,Wings,9.49,8pc,7,Jessica Lopez,Yes,"1159 Fulton St, Brooklyn, NY"
XD42GFAU14,2024-10-25,Caesar Wings,Wings,8.99,8pc,1,Nancy Martin,Yes,"5443 Church Ave, Brooklyn, NY"
1WJX3XYRG7,2024-07-26,Classic Cheese Pizza,Pizza,8.99,Large,2,Barbara Miller,No,
IFNNT4YU8M,2024-09-13,Supreme Pizza,Pizza,13.99,Large,3,William Thomas,Yes,"3757 Kings Hwy, Brooklyn, NY"
GH02WPKQJ3,2024-06-03,Italian Cheese Bread,Sides,6.49,Regular,4,Patricia Wilson,No,
EAVNAQWB41,2024-08-15,Aquafina Water,Beverage,1.99,20oz,4,Betty Davis,Yes,"8114 Utica Ave, Brooklyn, NY"
IT2VQYMHP9,2024-01-19,Supreme Pizza,Pizza,13.99,Large,4,Mary Thomas,Yes,"4518 Ocean Pkwy, Brooklyn, NY"
WCGV6LRLWP,2024-12-10,ExtraMostBestest Cheese,Pizza,10.49,Large,3,Robert Jones,No,
H19YX6YINW,2024-04-25,2 Liter Pepsi,Beverage,3.29,2L,3,Nancy Jackson,No,
38Z2FS1O7D,2024-10-14,2 Liter Pepsi,Beverage,3.29,2L,2,Thomas Garcia,No,
V2T3FLWL91,2024-12-10,Buffalo Wings,Wings,9.49,8pc,2,Jennifer Williams,No,
2YX1ZDNQSA,2024-05-15,Supreme Pizza,Pizza,13.99,Large,3,Matthew Miller,No,
57JYF8JSHL,2024-01-30,ExtraMostBestest Cheese,Pizza,10.49,Large,2,Michael Anderson,No,
RDT1N0NRXY,2024-02-19,Aquafina Water,Beverage,1.99,2L,1,Ashley Gonzalez,Yes,"8975 Nostrand Ave, Brooklyn, NY"
F4X2JPKVCB,2024-08-01,Classic Cheese Pizza,Pizza,8.99,Large,2,Sarah Taylor,Yes,"784 Church Ave, Brooklyn, NY"
ZVYEC5UDOT,2024-12-16,Crazy Bread Combo,Sides,5.99,Regular,8,Mary Jackson,Yes,"4198 Ocean Pkwy, Brooklyn, NY"
FEU7AZQ2SF,2024-08-25,Deep Dish Cheese,Pizza,11.49,Regular,6,John Martin,Yes,"5541 Nostrand Ave, Brooklyn, NY"
NI24RMJU1Z,2024-11-04,2 Liter Pepsi,Beverage,3.29,2L,2,Barbara Moore,No,
U7M1VD7CRA,2024-03-24,Classic Pepperoni Pizza,Pizza,9.49,Large,5,Anthony Williams,No,
INJ1Q3Q5PC,2024-07-29,Classic Cheese Pizza,Pizza,8.99,,4,Elizabeth Williams,No,
RIIGUP30L1,2024-04-24,3 Meat Treat Pizza,Pizza,12.99,Large,3,Daniel Jackson,No,
T9N44FBV46,2024-05-15,Veggie Pizza,Pizza,12.49,Large,3,Elizabeth Moore,No,
PQS2FNUKM7,2024-10-23,ExtraMostBestest Cheese,Pizza,10.49,Large,3,Patricia Johnson,Yes,"2022 Atlantic Ave, Brooklyn, NY"
X5CS72RW55,2024-04-14,Crazy Bread Combo,Sides,5.99,Regular,7,Richard Taylor,No,
PYD819ETPG,2024-08-12,2 Liter Pepsi,Beverage,3.29,2L,7,Michael Jackson,No,
8N9JI7OMEM,2024-07-27,Caesar Wings,Wings,8.99,8pc,6,Anthony Davis,Yes,"3255 Eastern Pkwy, Brooklyn, NY"
T2MD8W1SAG,2024-07-19,Deep Dish Pepperoni,Pizza,11.99,Regular,3,Thomas Hernandez,Yes,"1580 Bedford Ave, Brooklyn, NY"
WQOYBZ8GIC,2024-06-08,ExtraMostBestest Cheese,Pizza,10.49,Large,8,Anthony Martinez,Yes,"7375 Coney Island Ave, Brooklyn, NY"
R7SH2C23U2,2024-02-17,Veggie Pizza,Pizza,12.49,Large,9,Ashley Miller,No,
C7FFZ1C5MN,2024-02-27,Classic Pepperoni Pizza,Pizza,9.49,Large,4,James Davis,Yes,"1981 Coney Island Ave, Brooklyn, NY"
BT1KT7GA8S,2024-07-22,ExtraMostBestest Pepperoni,Pizza,10.49,Large,3,Sandra Rodriguez,No,
WQDBDPV4RE,2024-05-01,Veggie Pizza,Pizza,12.49,Large,2,Mary Williams,Yes,"271 Coney Island Ave, Brooklyn, NY"
6M8WNLEPHV,2024-06-28,Crazy Bread,Sides,4.99,Regular,7,Sarah Lopez,Yes,"9313 Bedford Ave, Brooklyn, NY"
GUQIONMC7I,2024-05-24,Supreme Pizza,Pizza,13.99,Large,2,Joseph Hernandez,No,
4WQRV5ND61,2024-06-02,Classic Cheese Pizza,Pizza,8.99,Large,9,Daniel Wilson,No,
UACZRRE5OZ,2024-04-24,2 Liter Pepsi,Beverage,3.29,2L,1,Anthony Davis,Yes,"9461 Flatbush Ave, Brooklyn, NY"
FI7EQ3O6J8,2024-03-11,Aquafina Water,Beverage,1.99,20oz,2,Linda Wilson,Yes,"2619 Flatbush Ave, Brooklyn, NY"
TI211WY6RR,2024-10-19,ExtraMostBestest Cheese,Pizza,10.49,Large,3,Betty Davis,Yes,"2162 Ocean Pkwy, Brooklyn, NY"
P4O5XKQR4Z,2024-06-29,Mountain Dew 2 Liter,Pizza,3.29,2L,9,Elizabeth Anderson,Yes,"2779 Utica Ave, Brooklyn, NY"
H8YOALH2VG,2024-12-03,ExtraMostBestest Cheese,Pizza,10.49,Large,1,Richard Martin,Yes,"4172 Atlantic Ave, Brooklyn, NY"
IL4F17AUNZ,2024-06-26,Aquafina Water,Beverage,1.99,20oz,10,Mark Taylor,Yes,"3346 Nostrand Ave, Brooklyn, NY"
8WZJFXYKMK,2024-01-29,Supreme Pizza,Pizza,13.99,Large,2,Richard Johnson,Yes,"5411 Atlantic Ave, Brooklyn, NY"
56M00L879W,2024-11-13,Classic Cheese Pizza,Pizza,8.99,Large,2,Sandra Williams,No,
JI4P0E4Y5X,2024-02-26,2 Liter Pepsi,Beverage,3.29,2L,3,David Lopez,No,
QCGH8A7B1B,2024-08-09,2 Liter Diet Pepsi,Beverage,3.29,2L,5,Susan Williams,Yes,"112 Fulton St, Brooklyn, NY"
XNISOSZ0D3,2024-05-25,Classic Cheese Pizza,Pizza,8.99,Large,6,Karen Jones,No,
FGHPAS0ZBT,2024-08-03,ExtraMostBestest Cheese,Pizza,10.49,Large,5,Richard Moore,Yes,"6355 Kings Hwy, Brooklyn, NY"
NSPN5MRDPM,2024-07-23,Classic Cheese Pizza,Pizza,8.99,Large,4,Elizabeth Martin,Yes,"4282 Kings Hwy, Brooklyn, NY"
ET8P1H1ZRI,2024-12-08,Classic Cheese Pizza,Pizza,8.99,Large,8,Linda Williams,Yes,
XEN3MACMVB,2024-02-20,Crazy Bread Combo,Sides,5.99,Small,4,Jessica Brown,No,
CBCIFL79R9,2024-01-19,Aquafina Water,Beverage,1.99,20oz,2,Thomas Taylor,Yes,"7607 Nostrand Ave, Brooklyn, NY"
QLOAEBI8BN,2024-08-12,ExtraMostBestest Pepperoni,Pizza,10.49,Large,4,Susan Gonzalez,No,
PZ24HESKJW,2024-02-22,Supreme Pizza,Pizza,13.99,Large,2,Charles Johnson,Yes,"6145 Court St, Brooklyn, NY"
2JTJTO0IQQ,2024-10-12,Classic Cheese Pizza,Pizza,8.99,Large,7,Richard Martin,Yes,"2402 Fulton St, Brooklyn, NY"
VIUADJ725U,2024-01-22,ExtraMostBestest Pepperoni,Pizza,10.49,Large,2,Sandra Brown,No,
CD1SD44WL8,2024-02-22,Italian Cheese Bread,Sides,6.49,Regular,2,Richard Martin,Yes,
B9NDXSSCHJ,2024-02-13,ExtraMostBestest Cheese,Pizza,10.49,Large,2,Sandra Jackson,Yes,"1997 Fulton St, Brooklyn, NY"
JWU7SA7IDI,2024-07-18,Buffalo Wings,Wings,9.49,8pc,3,David Thomas,Yes,"2598 Fulton St, Brooklyn, NY"
UM7OD4C9VX,2024-11-10,Italian Cheese Bread,Sides,6.49,Regular,5,Richard Martinez,No,
W3VSSQ6I3A,2024-02-18,ExtraMostBestest Pepperoni,Pizza,10.49,Large,6,James Johnson,Yes,"6465 Church Ave, Brooklyn, NY"
HH9BTD5PU1,2024-08-21,Classic Cheese Pizza,Pizza,8.99,Large,4,Joseph Thomas,No,
X097NFUD1A,2024-01-19,Buffalo Wings,Wings,9.49,8pc,3,Elizabeth Martinez,Yes,"1620 Church Ave, Brooklyn, NY"
HNE0R3I9HU,2024-04-29,Classic Pepperoni Pizza,Pizza,9.49,Large,3,Donald Johnson,No,
R3TXJC7IU2,2024-08-06,ExtraMostBestest Pepperoni,Pizza,10.49,Large,2,Betty Moore,Yes,"2594 Nostrand Ave, Brooklyn, NY"
EEAZVW7NJK,2024-09-03,2 Liter Diet Pepsi,Beverage,3.29,2L,4,Susan Smith,No,
O08NE4XLWG,2024-10-30,Classic Pepperoni Pizza,Pizza,9.49,Large,4,Daniel Hernandez,No,
280WC84AYU,2024-01-04,Aquafina Water,Beverage,1.99,20oz,1,Betty Brown,No,
EYHCXTR698,2024-04-08,Classic Pepperoni Pizza,Pizza,9.49,Large,3,Karen Johnson,No,
ENWWZ3FO1Y,2024-07-30,ExtraMostBestest Pepperoni,Pizza,10.49,Large,3,John Martin,No,
T5WOQDNVQJ,2024-05-02,Supreme Pizza,Pizza,13.99,Large,4,Susan Anderson,Yes,"9783 Atlantic Ave, Brooklyn, NY"
I7W10PE8EL,2024-10-17,2 Liter Pepsi,Beverage,3.29,2L,3,David Garcia,No,
ZGRRVGMDFZ,2024-04-23,Aquafina Water,Beverage,1.99,20oz,1,David Moore,Yes,"8615 Flatbush Ave, Brooklyn, NY"
1Z82H394LM,2024-07-18,ExtraMostBestest Pepperoni,Pizza,10.49,Large,2,Donald Gonzalez,Yes,"6857 Bedford Ave, Brooklyn, NY"
OX5DF8K4HB,2024-11-25,Deep Dish Cheese,Pizza,11.49,Regular,2,William Williams,No,
4GD5YSHGPZ,2024-01-22,Classic Cheese Pizza,Pizza,8.99,Large,3,Mary Taylor,No,
Z1HOCW0MDZ,2024-05-28,Aquafina Water,Beverage,1.99,20oz,5,John Martin,Yes,"2291 Flatbush Ave, Brooklyn, NY"
JF3J9LHEPU,2024-07-05,Classic Cheese Pizza,Pizza,8.99,Large,1,Sarah Rodriguez,Yes,"5073 Utica Ave, Brooklyn, NY"
0KI4JKJ7OP,2024-10-13,2 Liter Pepsi,Beverage,3.29,2L,7,Matthew Gonzalez,No,
SVKEA3X8OU,2024-08-25,ExtraMostBestest Pepperoni,Pizza,10.49,Large,3,James Brown,Yes,"5527 Court St, Brooklyn, NY"
QQKMJCZZRO,2024-02-20,Crazy Bread Combo,Sides,5.99,Regular,2,David Lopez,Yes,"2761 Utica Ave, Brooklyn, NY"
TGBCQTAIJ8,2024-12-12,Mountain Dew 2 Liter,Beverage,3.29,2L,8,Patricia Hernandez,Yes,"1845 Atlantic Ave, Brooklyn, NY"
N5B0MOLRV4,2024-09-30,Caesar Wings,Wings,8.99,8pc,1,John Martinez,Yes,"9005 Coney Island Ave, Brooklyn, NY"
T948U6B15X,2024-04-06,Classic Cheese Pizza,Pizza,8.99,Large,10,Joseph Wilson,Yes,"5104 Kings Hwy, Brooklyn, NY"
A9RODEI4VX,2024-04-02,Mountain Dew 2 Liter,Beverage,3.29,2L,1,Anthony Gonzalez,Yes,"8647 Ocean Pkwy, Brooklyn, NY"
M3S08UWOXT,2024-10-31,Deep Dish Cheese,Pizza,11.49,Regular,2,Richard Johnson,Yes,"5479 Utica Ave, Brooklyn, NY"
KJQ6X5LD8Q,2024-04-30,Italian Cheese Bread,Sides,6.49,Regular,4,Mary Jackson,No,
JMXS7S8W50,2024-03-28,Deep Dish Cheese,Pizza,11.49,Regular,4,Daniel Davis,Yes,"5725 Church Ave, Brooklyn, NY"
9HLB4YCPY3,2024-11-06,Supreme Pizza,Pizza,13.99,Large,4,Thomas Davis,Yes,"5248 Fulton St, Brooklyn, NY"
GUVETYBGD9,2024-08-26,2 Liter Pepsi,Beverage,3.29,2L,5,Daniel Smith,Yes,"518 Eastern Pkwy, Brooklyn, NY"
IRCPW5VZLM,2024-12-15,Classic Pepperoni Pizza,Pizza,9.49,Large,8,Matthew Hernandez,Yes,"3997 Kings Hwy, Brooklyn, NY"
O1DU7V8FY1,2024-01-22,Supreme Pizza,Pizza,13.99,Large,2,William Williams,Yes,"1960 Fulton St, Brooklyn, NY"
IAJN3MLEOZ,2024-08-02,Classic Cheese Pizza,Pizza,8.99,Large,3,Donald Jones,Yes,"6739 Atlantic Ave, Brooklyn, NY"
0CYOBG0IUZ,2024-09-12,3 Meat Treat Pizza,Pizza,12.99,Large,4,Karen Martinez,No,
7Q7CMDBH4J,2024-03-13,Aquafina Water,Beverage,1.99,20oz,4,Mary Jackson,Yes,"3110 Bedford Ave, Brooklyn, NY"
I04CVUNXFA,2024-08-22,Crazy Bread,Sides,4.99,Regular,4,Ashley Brown,No,
L0TQFTFOFY,2024-01-13,ExtraMostBestest Cheese,Pizza,10.49,Large,6,Sandra Johnson,Yes,"6946 Flatbush Ave, Brooklyn, NY"
AU33X58PZJ,2024-12-21,Deep Dish Pepperoni,Pizza,11.99,,3,Mary Martinez,Yes,"9552 Court St, Brooklyn, NY"
59D6SV8FLO,2024-06-24,Buffalo Wings,Wings,9.49,8pc,6,Matthew Rodriguez,Yes,"9113 Fulton St, Brooklyn, NY"
CSPM0OS2C4,2024-11-02,Classic Cheese Pizza,Pizza,8.99,Large,8,Lisa Williams,No,
9YJ42DV9UJ,2024-07-12,Crazy Bread,Sides,4.99,Regular,3,Charles Lopez,No,
I9U0VQF6OY,2024-08-13,Classic Cheese Pizza,Pizza,8.99,Large,1,Lisa Gonzalez,Yes,"8528 Utica Ave, Brooklyn, NY"
ZWBAYW5NWV,2024-02-04,ExtraMostBestest Cheese,Pizza,10.49,Large,3,Mark Brown,Yes,"7783 Flatbush Ave, Brooklyn, NY"
FXY1JXCDKM,2024-08-23,ExtraMostBestest Pepperoni,Pizza,10.49,Large,3,Susan Hernandez,No,
P101YQT061,2024-08-13,Crazy Bread Combo,Sides,5.99,Regular,3,Betty Lopez,No,
SJVBC82SG0,2024-09-28,Classic Cheese Pizza,Pizza,8.99,Large,7,Betty Anderson,No,
DEYCZNYCTO,2024-08-15,Crazy Bread Combo,Sides,5.99,Regular,3,Charles Moore,Yes,"9355 Ocean Pkwy, Brooklyn, NY"
7T5BFXPFW8,2024-09-18,3 Meat Treat Pizza,Pizza,12.99,Large,3,John Davis,No,
VTQNKV78RT,2024-03-09,Crazy Bread,Sides,4.99,Regular,5,Thomas Thomas,Yes,"2786 Ocean Pkwy, Brooklyn, NY"
WSXQ9S7LKS,2024-08-30,ExtraMostBestest Pepperoni,Pizza,10.49,Large,2,Jennifer Thomas,Yes,"1386 Fulton St, Brooklyn, NY"
ZL99UJ6SAF,2024-05-30,2 Liter Pepsi,Sides,3.29,2L,3,Ashley Jackson,Yes,"2331 Utica Ave, Brooklyn, NY"
683BPWS58D,2024-09-27,ExtraMostBestest Pepperoni,Pizza,10.49,Large,3,Nancy Lopez,Yes,"4071 Coney Island Ave, Brooklyn, NY"
K5MGC3ECTA,2024-12-27,Classic Cheese Pizza,Pizza,8.99,Large,7,Mark Anderson,Yes,"966 Nostrand Ave, Brooklyn, NY"
IPZKSBWTSM,2024-04-05,Deep Dish Pepperoni,Pizza,11.99,Regular,4,Susan Williams,No,
49QBFIY4GW,2024-03-28,Classic Cheese Pizza,Pizza,8.99,Large,4,William,Yes,"5278 Ocean Pkwy, Brooklyn, NY"
TXMQT090FS,2024-08-23,Deep Dish Cheese,Pizza,11.49,Regular,1,Michael Wilson,Yes,"2710 Flatbush Ave, Brooklyn, NY"
19WNI6G8E2,2024-08-17,2 Liter Diet Pepsi,Beverage,3.29,2L,10,James Wilson,No,
37AZ2B0FMK,2024-09-12,2 Liter Pepsi,Beverage,3.29,2L,1,Thomas Lopez,Yes,"3589 Kings Hwy, Brooklyn, NY"
2K5QS49MVK,2024-11-05,3 Meat Treat Pizza,Pizza,12.99,Large,2,Joseph Johnson,No,
6IW7UV48PB,2024-09-20,Mountain Dew 2 Liter,Beverage,3.29,2L,3,Jennifer Garcia,No,
5NTIPWL51C,2024-11-21,3 Meat Treat Pizza,Pizza,12.99,Large,3,Mary Davis,Yes,"2209 Utica Ave, Brooklyn, NY"
RSQ97NPWQ6,2024-01-09,Deep Dish Pepperoni,Pizza,11.99,Regular,1,Michael Anderson,No,
KN646UW7YE,2024-05-31,Crazy Bread Combo,Sides,5.99,Regular,3,Charles Lopez,Yes,"5723 Ocean Pkwy, Brooklyn, NY"
LCH2XRNWJH,2024-07-06,2 Liter Pepsi,Beverage,3.29,2L,8,John Gonzalez,No,
5K0GH1IX2A,2024-10-07,Deep Dish Pepperoni,Pizza,11.99,Regular,2,Michael Lopez,No,
E6IFKATV82,2024-03-31,ExtraMostBestest Pepperoni,Pizza,10.49,Large,7,Jessica Jackson,Yes,"2799 Kings Hwy, Brooklyn, NY"
QTDRKE1F1W,2024-06-03,Classic Pepperoni Pizza,Pizza,9.49,Large,2,Matthew Lopez,No,
UXZUYKMG3D,2024-12-28,2 Liter Pepsi,Beverage,3.29,2L,8,Mary Williams,No,
BK7596D4HT,2024-10-29,Deep Dish Cheese,Pizza,11.49,Regular,1,David Gonzalez,Yes,"3654 Nostrand Ave, Brooklyn, NY"
C6ROCZQ1FZ,2024-11-12,Deep Dish Cheese,Pizza,11.49,Regular,1,Patricia Davis,No,
9B1YP4BG4W,2024-03-18,Crazy Bread,Sides,4.99,Regular,2,Anthony Miller,No,
5E1HQBDYSA,2024-04-15,2 Liter Pepsi,Beverage,3.29,2L,1,James Lopez,Yes,"7663 Flatbush Ave, Brooklyn, NY"
K5TSG5GQVA,2024-09-10,Classic Cheese Pizza,Pizza,8.99,Large,1,Michael Davis,Yes,"9265 Coney Island Ave, Brooklyn, NY"
H168287SF1,2024-04-05,Deep Dish Cheese,Pizza,11.49,Regular,2,Mark Jones,No,
